"","token","pt0","pt1","pt2","pt3","pt4","pt5"
"2046","of,",1.93528409970584e-05,1.80534743911466e-05,3.25833727049087e-05,5.20056859549977e-05,2.77600421952641e-05,1.93229247178853e-05
"2047","[DeKalb",1.93528409970584e-05,1.80534743911466e-05,1.62914209377342e-05,3.46698562934457e-05,2.77600421952641e-05,1.93229247178853e-05
"2048","construction]",1.93528409970584e-05,1.80534743911466e-05,1.62914209377342e-05,3.46698562934457e-05,2.77600421952641e-05,1.93229247178853e-05
"2049","projects",7.74158586386421e-05,9.02738909852493e-05,8.14624132425299e-05,6.93421166681113e-05,2.77600421952641e-05,0.000115948750652212
"2050","budget.",0.000212922457512291,0.000288933834151979,0.000130346232179226,0.000173373324780249,0.000111049416990561,0.000115948750652212
"2051","(Palin)",1.93528409970584e-05,3.61076006499368e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2052","right-wing",3.87064310735229e-05,5.41623788116774e-05,3.25833727049087e-05,1.7334627652198e-05,5.55216256731997e-05,1.93229247178853e-05
"2053","extremist",1.93528409970584e-05,3.61076006499368e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2054","Pat",7.74158586386421e-05,3.61076006499368e-05,4.88758553274682e-05,3.46698562934457e-05,2.77600421952641e-05,3.86465962010396e-05
"2055","Buchanan",3.87064310735229e-05,3.61076006499368e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2056","2000.",5.80607702728856e-05,7.22178089116776e-05,3.25833727049087e-05,8.66791484640455e-05,2.77600421952641e-05,7.72961796363215e-05
"2057","block",7.74158586386421e-05,3.61076006499368e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,7.72961796363215e-05
"2058","energy",0.000212922457512291,0.000252807974285817,0.000260726449068718,0.000104016781374062,0.000166583374979177,0.000173933209647495
"2059","production",9.67716962142912e-05,1.80534743911466e-05,4.88758553274682e-05,6.93421166681113e-05,2.77600421952641e-05,5.79710144927536e-05
"2060","Jeanne",9.67716962142912e-05,5.41623788116774e-05,1.62914209377342e-05,3.46698562934457e-05,2.77600421952641e-05,1.93229247178853e-05
"2061","Shaheen",7.74158586386421e-05,3.61076006499368e-05,1.62914209377342e-05,5.20056859549977e-05,2.77600421952641e-05,1.93229247178853e-05
"2062","measure",5.80607702728856e-05,7.22178089116776e-05,6.51688688313593e-05,5.20056859549977e-05,5.55216256731997e-05,7.72961796363215e-05
"2063","amounted",5.80607702728856e-05,1.80534743911466e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2064","D.C.,",1.93528409970584e-05,5.41623788116774e-05,8.14624132425299e-05,1.7334627652198e-05,5.55216256731997e-05,5.79710144927536e-05
"2065","strictest",1.93528409970584e-05,3.61076006499368e-05,3.25833727049087e-05,1.7334627652198e-05,5.55216256731997e-05,5.79710144927536e-05
"2066","skyrocketed.",1.93528409970584e-05,1.80534743911466e-05,3.25833727049087e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2067","Seven",3.87064310735229e-05,1.80534743911466e-05,8.14624132425299e-05,6.93421166681113e-05,2.77600421952641e-05,5.79710144927536e-05
"2068","(Barack",1.93528409970584e-05,3.61076006499368e-05,3.25833727049087e-05,3.46698562934457e-05,8.32847505621721e-05,1.93229247178853e-05
"2069","Obama)",3.87064310735229e-05,7.22178089116776e-05,1.62914209377342e-05,3.46698562934457e-05,8.32847505621721e-05,1.93229247178853e-05
"2070","Americans.",3.87064310735229e-05,9.02738909852493e-05,6.51688688313593e-05,6.93421166681113e-05,5.55216256731997e-05,3.86465962010396e-05
"2071","fighting",5.80607702728856e-05,3.61076006499368e-05,8.14624132425299e-05,8.66791484640455e-05,0.000111049416990561,7.72961796363215e-05
"2072","move",0.000154843704635633,7.22178089116776e-05,3.25833727049087e-05,6.93421166681113e-05,5.55216256731997e-05,9.66220916750406e-05
"2073","toughen",1.93528409970584e-05,3.61076006499368e-05,3.25833727049087e-05,3.46698562934457e-05,2.77600421952641e-05,1.93229247178853e-05
"2074","penalties",1.93528409970584e-05,5.41623788116774e-05,1.62914209377342e-05,3.46698562934457e-05,2.77600421952641e-05,1.93229247178853e-05
"2075","workplace",3.87064310735229e-05,5.41623788116774e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2076","gender",3.87064310735229e-05,5.41623788116774e-05,4.88758553274682e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2077","discrimination,",1.93528409970584e-05,3.61076006499368e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2078","belonged",1.93528409970584e-05,7.22178089116776e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2079","home,",3.87064310735229e-05,5.41623788116774e-05,8.14624132425299e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2080","cooking",1.93528409970584e-05,5.41623788116774e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2081","cleaning",1.93528409970584e-05,3.61076006499368e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2082","babies.",1.93528409970584e-05,5.41623788116774e-05,3.25833727049087e-05,1.7334627652198e-05,8.32847505621721e-05,1.93229247178853e-05
"2083","$47",1.93528409970584e-05,3.61076006499368e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2084","(raised",1.93528409970584e-05,3.61076006499368e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,3.86465962010396e-05
"2085","Buffett",3.87064310735229e-05,5.41623788116774e-05,3.25833727049087e-05,3.46698562934457e-05,5.55216256731997e-05,9.66220916750406e-05
"2086","rule)",1.93528409970584e-05,3.61076006499368e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2087","infrastructure",1.93528409970584e-05,0.000108330625067707,3.25833727049087e-05,6.93421166681113e-05,2.77600421952641e-05,3.86465962010396e-05
"2088","611,000",1.93528409970584e-05,3.61076006499368e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2089","proper",1.93528409970584e-05,1.80534743911466e-05,3.25833727049087e-05,3.46698562934457e-05,5.55216256731997e-05,1.93229247178853e-05
"2090","collective",0.000116128283043335,9.02738909852493e-05,6.51688688313593e-05,6.93421166681113e-05,0.00013881562508676,7.72961796363215e-05
"2091","noun",1.93528409970584e-05,1.80534743911466e-05,1.62914209377342e-05,1.7334627652198e-05,5.55216256731997e-05,1.93229247178853e-05
"2092","baboons?",1.93528409970584e-05,1.80534743911466e-05,1.62914209377342e-05,1.7334627652198e-05,5.55216256731997e-05,1.93229247178853e-05
"2093","Believe",1.93528409970584e-05,1.80534743911466e-05,1.62914209377342e-05,1.7334627652198e-05,5.55216256731997e-05,1.93229247178853e-05
"2094","Congress!",1.93528409970584e-05,1.80534743911466e-05,1.62914209377342e-05,3.46698562934457e-05,8.32847505621721e-05,1.93229247178853e-05
"2095","predatory",3.87064310735229e-05,3.61076006499368e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,3.86465962010396e-05
"2096","loans",5.80607702728856e-05,7.22178089116776e-05,6.51688688313593e-05,6.93421166681113e-05,2.77600421952641e-05,3.86465962010396e-05
"2097","target",3.87064310735229e-05,5.41623788116774e-05,3.25833727049087e-05,1.7334627652198e-05,2.77600421952641e-05,5.79710144927536e-05
"2098","communities.",3.87064310735229e-05,3.61076006499368e-05,4.88758553274682e-05,1.7334627652198e-05,2.77600421952641e-05,5.79710144927536e-05
"2099","Starting",1.93528409970584e-05,1.80534743911466e-05,1.62914209377342e-05,3.46698562934457e-05,5.55216256731997e-05,1.93229247178853e-05
"2100","December",1.93528409970584e-05,1.80534743911466e-05,3.25833727049087e-05,0.000121355015429423,2.77600421952641e-05,1.93229247178853e-05
"2101","2007,",7.74158586386421e-05,7.22178089116776e-05,6.51688688313593e-05,3.46698562934457e-05,2.77600421952641e-05,7.72961796363215e-05
"2102","1.4",1.93528409970584e-05,1.80534743911466e-05,1.62914209377342e-05,3.46698562934457e-05,2.77600421952641e-05,1.93229247178853e-05
"2103","period,",1.93528409970584e-05,1.80534743911466e-05,1.62914209377342e-05,3.46698562934457e-05,2.77600421952641e-05,1.93229247178853e-05
"2104","400,000",3.87064310735229e-05,5.41623788116774e-05,9.775648858693e-05,5.20056859549977e-05,2.77600421952641e-05,1.93229247178853e-05
"2105","reform)",3.87064310735229e-05,1.80534743911466e-05,1.62914209377342e-05,3.46698562934457e-05,2.77600421952641e-05,1.93229247178853e-05
"2106","difficult",3.87064310735229e-05,3.61076006499368e-05,6.51688688313593e-05,5.20056859549977e-05,2.77600421952641e-05,1.93229247178853e-05
"2107","hire",7.74158586386421e-05,0.000108330625067707,4.88758553274682e-05,5.20056859549977e-05,2.77600421952641e-05,3.86465962010396e-05
"2108","employers.",5.80607702728856e-05,3.61076006499368e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2109","CBO,",3.87064310735229e-05,1.80534743911466e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2110","Congressional",0.000212922457512291,0.000162504739721575,0.000114051094890511,5.20056859549977e-05,0.00013881562508676,9.66220916750406e-05
"2111","Budget",0.000174202539485909,0.000144446049400549,0.000130346232179226,6.93421166681113e-05,2.77600421952641e-05,9.66220916750406e-05
"2112","kill",0.000154843704635633,9.02738909852493e-05,0.00014664190047903,6.93421166681113e-05,0.000194352666796235,7.72961796363215e-05
"2113","Thompson",5.80607702728856e-05,0.000108330625067707,0.000130346232179226,3.46698562934457e-05,5.55216256731997e-05,3.86465962010396e-05
"2114","$250,000",7.74158586386421e-05,5.41623788116774e-05,3.25833727049087e-05,6.93421166681113e-05,0.000111049416990561,5.79710144927536e-05
"2115","caps",3.87064310735229e-05,1.80534743911466e-05,1.62914209377342e-05,1.7334627652198e-05,5.55216256731997e-05,1.93229247178853e-05
"2116","damages",3.87064310735229e-05,3.61076006499368e-05,3.25833727049087e-05,3.46698562934457e-05,2.77600421952641e-05,1.93229247178853e-05
"2117","fairer.""",3.87064310735229e-05,1.80534743911466e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2118","fiscal",1.93528409970584e-05,0.000126388011194367,0.000195532091704551,8.66791484640455e-05,5.55216256731997e-05,9.66220916750406e-05
"2119","reserve",1.93528409970584e-05,5.41623788116774e-05,3.25833727049087e-05,3.46698562934457e-05,5.55216256731997e-05,1.93229247178853e-05
"2120","49",1.93528409970584e-05,7.22178089116776e-05,3.25833727049087e-05,6.93421166681113e-05,8.32847505621721e-05,1.93229247178853e-05
"2121","using",0.000212922457512291,0.000144446049400549,0.000114051094890511,8.66791484640455e-05,8.32847505621721e-05,0.000115948750652212
"2122","Strategic",3.87064310735229e-05,5.41623788116774e-05,1.62914209377342e-05,3.46698562934457e-05,2.77600421952641e-05,1.93229247178853e-05
"2123","Petroleum",3.87064310735229e-05,3.61076006499368e-05,1.62914209377342e-05,3.46698562934457e-05,2.77600421952641e-05,1.93229247178853e-05
"2124","Reserve.",5.80607702728856e-05,5.41623788116774e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2125","Immigrants",3.87064310735229e-05,1.80534743911466e-05,1.62914209377342e-05,5.20056859549977e-05,2.77600421952641e-05,1.93229247178853e-05
"2126","fertile.",1.93528409970584e-05,1.80534743911466e-05,1.62914209377342e-05,3.46698562934457e-05,2.77600421952641e-05,1.93229247178853e-05
"2127","changes",7.74158586386421e-05,0.000126388011194367,0.000114051094890511,6.93421166681113e-05,5.55216256731997e-05,9.66220916750406e-05
"2128","""will",5.80607702728856e-05,3.61076006499368e-05,3.25833727049087e-05,3.46698562934457e-05,8.32847505621721e-05,3.86465962010396e-05
"2129","teacher's",1.93528409970584e-05,1.80534743911466e-05,1.62914209377342e-05,3.46698562934457e-05,2.77600421952641e-05,1.93229247178853e-05
"2130","pay.""",1.93528409970584e-05,1.80534743911466e-05,1.62914209377342e-05,3.46698562934457e-05,2.77600421952641e-05,3.86465962010396e-05
"2131","uninsured",5.80607702728856e-05,5.41623788116774e-05,6.51688688313593e-05,8.66791484640455e-05,8.32847505621721e-05,0.000135276156611139
"2132","mandates",5.80607702728856e-05,3.61076006499368e-05,6.51688688313593e-05,5.20056859549977e-05,8.32847505621721e-05,1.93229247178853e-05
"2133","2006.",3.87064310735229e-05,3.61076006499368e-05,3.25833727049087e-05,5.20056859549977e-05,5.55216256731997e-05,5.79710144927536e-05
"2134","Firearms",1.93528409970584e-05,1.80534743911466e-05,1.62914209377342e-05,3.46698562934457e-05,2.77600421952641e-05,1.93229247178853e-05
"2135","homicides",3.87064310735229e-05,3.61076006499368e-05,3.25833727049087e-05,5.20056859549977e-05,5.55216256731997e-05,3.86465962010396e-05
"2136","concealed-gun",1.93528409970584e-05,1.80534743911466e-05,1.62914209377342e-05,3.46698562934457e-05,2.77600421952641e-05,1.93229247178853e-05
"2137","Upwards",1.93528409970584e-05,3.61076006499368e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2138","decide",3.87064310735229e-05,9.02738909852493e-05,3.25833727049087e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2139","seeing",7.74158586386421e-05,3.61076006499368e-05,9.775648858693e-05,3.46698562934457e-05,2.77600421952641e-05,5.79710144927536e-05
"2140","ultrasound.",1.93528409970584e-05,3.61076006499368e-05,4.88758553274682e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2141","%",1.93528409970584e-05,1.80534743911466e-05,1.62914209377342e-05,1.7334627652198e-05,5.55216256731997e-05,1.93229247178853e-05
"2142","GDP",1.93528409970584e-05,7.22178089116776e-05,6.51688688313593e-05,0.000121355015429423,8.32847505621721e-05,0.000135276156611139
"2143","Harbor.",1.93528409970584e-05,3.61076006499368e-05,1.62914209377342e-05,1.7334627652198e-05,5.55216256731997e-05,1.93229247178853e-05
"2144","you'd",3.87064310735229e-05,1.80534743911466e-05,1.62914209377342e-05,3.46698562934457e-05,2.77600421952641e-05,1.93229247178853e-05
"2145","ban",0.000154843704635633,0.000162504739721575,0.000179234830215734,0.000173373324780249,0.000166583374979177,0.00015460430959513
"2146","common",5.80607702728856e-05,5.41623788116774e-05,6.51688688313593e-05,3.46698562934457e-05,8.32847505621721e-05,3.86465962010396e-05
"2147","forms",1.93528409970584e-05,3.61076006499368e-05,3.25833727049087e-05,1.7334627652198e-05,5.55216256731997e-05,1.93229247178853e-05
"2148","control,",5.80607702728856e-05,1.80534743911466e-05,6.51688688313593e-05,3.46698562934457e-05,2.77600421952641e-05,3.86465962010396e-05
"2149","pill.",1.93528409970584e-05,1.80534743911466e-05,3.25833727049087e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2150","Jason",7.74158586386421e-05,7.22178089116776e-05,1.62914209377342e-05,3.46698562934457e-05,5.55216256731997e-05,3.86465962010396e-05
"2151","Kander",7.74158586386421e-05,3.61076006499368e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2152","[Obamas]",1.93528409970584e-05,3.61076006499368e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2153","remaining",3.87064310735229e-05,3.61076006499368e-05,3.25833727049087e-05,3.46698562934457e-05,2.77600421952641e-05,1.93229247178853e-05
"2154","suspected",3.87064310735229e-05,3.61076006499368e-05,3.25833727049087e-05,6.93421166681113e-05,2.77600421952641e-05,1.93229247178853e-05
"2155","soil.",1.93528409970584e-05,3.61076006499368e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2156","Shelby",1.93528409970584e-05,5.41623788116774e-05,3.25833727049087e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2157","donated",5.80607702728856e-05,1.80534743911466e-05,6.51688688313593e-05,3.46698562934457e-05,2.77600421952641e-05,3.86465962010396e-05
"2158","sorry,",1.93528409970584e-05,1.80534743911466e-05,3.25833727049087e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2159","44",3.87064310735229e-05,1.80534743911466e-05,3.25833727049087e-05,6.93421166681113e-05,2.77600421952641e-05,3.86465962010396e-05
"2160","Memphis.",1.93528409970584e-05,1.80534743911466e-05,3.25833727049087e-05,1.7334627652198e-05,5.55216256731997e-05,3.86465962010396e-05
"2161","intelligence",5.80607702728856e-05,1.80534743911466e-05,4.88758553274682e-05,1.7334627652198e-05,5.55216256731997e-05,5.79710144927536e-05
"2162","officials",0.000154843704635633,0.000108330625067707,0.000114051094890511,8.66791484640455e-05,5.55216256731997e-05,0.000193262856811549
"2163","toldevery",1.93528409970584e-05,1.80534743911466e-05,3.25833727049087e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2164","Congress,",9.67716962142912e-05,7.22178089116776e-05,8.14624132425299e-05,0.000104016781374062,5.55216256731997e-05,5.79710144927536e-05
"2165","attacked",0.000116128283043335,5.41623788116774e-05,4.88758553274682e-05,3.46698562934457e-05,5.55216256731997e-05,7.72961796363215e-05
"2166","serious",3.87064310735229e-05,7.22178089116776e-05,6.51688688313593e-05,8.66791484640455e-05,8.32847505621721e-05,9.66220916750406e-05
"2167","(of)",3.87064310735229e-05,1.80534743911466e-05,4.88758553274682e-05,3.46698562934457e-05,2.77600421952641e-05,3.86465962010396e-05
"2168","threat",9.67716962142912e-05,7.22178089116776e-05,4.88758553274682e-05,5.20056859549977e-05,8.32847505621721e-05,5.79710144927536e-05
"2169","emanating",1.93528409970584e-05,1.80534743911466e-05,3.25833727049087e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2170","Iraq.",7.74158586386421e-05,9.02738909852493e-05,6.51688688313593e-05,6.93421166681113e-05,5.55216256731997e-05,0.000115948750652212
"2171","Have",1.93528409970584e-05,1.80534743911466e-05,3.25833727049087e-05,1.7334627652198e-05,2.77600421952641e-05,3.86465962010396e-05
"2172","suburbs",1.93528409970584e-05,1.80534743911466e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,3.86465962010396e-05
"2173","inundated",1.93528409970584e-05,1.80534743911466e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,3.86465962010396e-05
"2174","residents",7.74158586386421e-05,0.000108330625067707,9.775648858693e-05,0.000104016781374062,0.00013881562508676,0.00021259325113061
"2175","projects?",1.93528409970584e-05,1.80534743911466e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,3.86465962010396e-05
"2176","Absolutely",1.93528409970584e-05,3.61076006499368e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,3.86465962010396e-05
"2177","not.",7.74158586386421e-05,0.000108330625067707,3.25833727049087e-05,6.93421166681113e-05,2.77600421952641e-05,5.79710144927536e-05
"2178","July",1.93528409970584e-05,5.41623788116774e-05,4.88758553274682e-05,3.46698562934457e-05,2.77600421952641e-05,5.79710144927536e-05
"2179","1996,",1.93528409970584e-05,1.80534743911466e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,3.86465962010396e-05
"2180","locate",1.93528409970584e-05,1.80534743911466e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,3.86465962010396e-05
"2181","missing",3.87064310735229e-05,1.80534743911466e-05,1.62914209377342e-05,3.46698562934457e-05,2.77600421952641e-05,5.79710144927536e-05
"2182","teenage",1.93528409970584e-05,1.80534743911466e-05,3.25833727049087e-05,1.7334627652198e-05,2.77600421952641e-05,3.86465962010396e-05
"2183","daughter",3.87064310735229e-05,1.80534743911466e-05,4.88758553274682e-05,1.7334627652198e-05,2.77600421952641e-05,7.72961796363215e-05
"2184","partner",1.93528409970584e-05,5.41623788116774e-05,1.62914209377342e-05,6.93421166681113e-05,2.77600421952641e-05,5.79710144927536e-05
"2185","Capital.",1.93528409970584e-05,1.80534743911466e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,3.86465962010396e-05
"2186","Blames",3.87064310735229e-05,1.80534743911466e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2187","Mike",0.000116128283043335,3.61076006499368e-05,0.000114051094890511,0.000121355015429423,8.32847505621721e-05,0.000115948750652212
"2188","McIntyre",3.87064310735229e-05,1.80534743911466e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2189","Nancy",0.000154843704635633,7.22178089116776e-05,8.14624132425299e-05,8.66791484640455e-05,0.000194352666796235,0.000115948750652212
"2190","Pelosi",9.67716962142912e-05,7.22178089116776e-05,8.14624132425299e-05,5.20056859549977e-05,0.000166583374979177,7.72961796363215e-05
"2191","straight",7.74158586386421e-05,3.61076006499368e-05,6.51688688313593e-05,5.20056859549977e-05,8.32847505621721e-05,0.000115948750652212
"2192","beneficiaries.",3.87064310735229e-05,3.61076006499368e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2193","bank",0.000116128283043335,1.80534743911466e-05,6.51688688313593e-05,6.93421166681113e-05,5.55216256731997e-05,7.72961796363215e-05
"2194","account",5.80607702728856e-05,7.22178089116776e-05,3.25833727049087e-05,0.000104016781374062,5.55216256731997e-05,0.000135276156611139
"2195","transfers",3.87064310735229e-05,1.80534743911466e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2196","knowing",3.87064310735229e-05,1.80534743911466e-05,4.88758553274682e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2197","mechanisms",1.93528409970584e-05,1.80534743911466e-05,3.25833727049087e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2198","place",0.00013548561916928,0.000126388011194367,0.00014664190047903,8.66791484640455e-05,0.000111049416990561,3.86465962010396e-05
"2199","Internet",3.87064310735229e-05,1.80534743911466e-05,0.000114051094890511,0.000121355015429423,2.77600421952641e-05,3.86465962010396e-05
"2200","privately.",1.93528409970584e-05,1.80534743911466e-05,3.25833727049087e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2201","defunding",3.87064310735229e-05,1.80534743911466e-05,3.25833727049087e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2202","oppose",7.74158586386421e-05,3.61076006499368e-05,6.51688688313593e-05,6.93421166681113e-05,2.77600421952641e-05,3.86465962010396e-05
"2203","shutting",5.80607702728856e-05,3.61076006499368e-05,1.62914209377342e-05,1.7334627652198e-05,5.55216256731997e-05,1.93229247178853e-05
"2204","Report",1.93528409970584e-05,1.80534743911466e-05,3.25833727049087e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2205","#GOP",1.93528409970584e-05,3.61076006499368e-05,3.25833727049087e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2206","insisting",1.93528409970584e-05,1.80534743911466e-05,3.25833727049087e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2207","part",0.000212922457512291,0.000162504739721575,0.00016293809981588,0.000156033287101248,8.32847505621721e-05,0.000173933209647495
"2208","#fiscalcliff",1.93528409970584e-05,1.80534743911466e-05,3.25833727049087e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2209","false.",1.93528409970584e-05,1.80534743911466e-05,3.25833727049087e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2210","BTW",1.93528409970584e-05,1.80534743911466e-05,3.25833727049087e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2211","@barackobama.",1.93528409970584e-05,1.80534743911466e-05,3.25833727049087e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2212","played",3.87064310735229e-05,5.41623788116774e-05,1.62914209377342e-05,3.46698562934457e-05,5.55216256731997e-05,9.66220916750406e-05
"2213","clips",1.93528409970584e-05,3.61076006499368e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,3.86465962010396e-05
"2214","...of",1.93528409970584e-05,1.80534743911466e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,3.86465962010396e-05
"2215","(saying),",1.93528409970584e-05,1.80534743911466e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,3.86465962010396e-05
"2216","knife",1.93528409970584e-05,3.61076006499368e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,3.86465962010396e-05
"2217","fight,",1.93528409970584e-05,1.80534743911466e-05,1.62914209377342e-05,3.46698562934457e-05,2.77600421952641e-05,3.86465962010396e-05
"2218","gun.",3.87064310735229e-05,1.80534743911466e-05,1.62914209377342e-05,5.20056859549977e-05,2.77600421952641e-05,5.79710144927536e-05
"2219","Island",0.00013548561916928,0.000144446049400549,0.000260726449068718,0.000312115274574743,0.000194352666796235,0.000405938297378798
"2220","want",0.000290371288087034,0.000234746022860651,0.000195532091704551,0.000364153429978498,0.000166583374979177,0.000347926935343578
"2221","same-sex",7.74158586386421e-05,7.22178089116776e-05,6.51688688313593e-05,8.66791484640455e-05,8.32847505621721e-05,3.86465962010396e-05
"2222","marriage.",7.74158586386421e-05,7.22178089116776e-05,4.88758553274682e-05,5.20056859549977e-05,5.55216256731997e-05,3.86465962010396e-05
"2223","Ryans",7.74158586386421e-05,3.61076006499368e-05,9.775648858693e-05,6.93421166681113e-05,5.55216256731997e-05,5.79710144927536e-05
"2224","lines",5.80607702728856e-05,5.41623788116774e-05,4.88758553274682e-05,3.46698562934457e-05,2.77600421952641e-05,1.93229247178853e-05
"2225","pockets",5.80607702728856e-05,3.61076006499368e-05,4.88758553274682e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2226","companies,",7.74158586386421e-05,1.80534743911466e-05,4.88758553274682e-05,5.20056859549977e-05,5.55216256731997e-05,1.93229247178853e-05
"2227","seniors",0.000174202539485909,0.000126388011194367,0.000114051094890511,8.66791484640455e-05,0.00013881562508676,3.86465962010396e-05
"2228","This",0.00027100795601928,0.000433463372345037,0.000211829884308294,0.000260082532857093,0.000194352666796235,0.000251256281407035
"2229","Congress",0.00046467501790935,0.000397327072421889,0.000488973644320571,0.000242739488513221,0.000416562526035158,0.00048329724713888
"2230","(Connie",3.87064310735229e-05,1.80534743911466e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2231","Mack",7.74158586386421e-05,5.41623788116774e-05,6.51688688313593e-05,5.20056859549977e-05,2.77600421952641e-05,3.86465962010396e-05
"2232","IV)",3.87064310735229e-05,1.80534743911466e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2233","missed",3.87064310735229e-05,3.61076006499368e-05,4.88758553274682e-05,6.93421166681113e-05,2.77600421952641e-05,0.000135276156611139
"2234","votes.",5.80607702728856e-05,3.61076006499368e-05,3.25833727049087e-05,3.46698562934457e-05,5.55216256731997e-05,5.79710144927536e-05
"2235","1/3",3.87064310735229e-05,1.80534743911466e-05,1.62914209377342e-05,1.7334627652198e-05,2.77600421952641e-05,1.93229247178853e-05
"2236","(of",9.67716962142912e-05,0.000126388011194367,4.88758553274682e-05,0.000121355015429423,2.77600421952641e-05,0.000115948750652212
